calendar_dt,store_id,fact_staff_value_lag_1,fact_load_factor_lag_1,num_available_couriers_lag_1,fact_num_orders_lag_1,fact_percent_lateness_lag_1,city_nm,store_lifetime_in_days,fact_staff_churn,flag_high_load_lag_1,marketing_costs_lag_1,fact_couriers_with_shifts_lag_1
2025-11-24,00440ac1-6a1d-11eb-85a3-1c34dae33151,10,3.0,11,39,93.10344827586206,Новосибирск,1700.0,0.0,1,7958630.951758445,13
2025-11-03,00442959-9671-11ec-ae6d-08c0eb320147,1,1.6666666666666667,10,10,,Орел,1071.0,2.0,1,12156850358.114681,6
2025-11-10,00442959-9671-11ec-ae6d-08c0eb320147,8,4.714285714285714,6,33,91.66666666666666,Орел,1078.0,3.0,1,,7
2025-11-17,00442959-9671-11ec-ae6d-08c0eb320147,9,2.75,8,33,100.0,Орел,1085.0,5.0,1,172038210.39216217,12
2025-11-24,00442959-9671-11ec-ae6d-08c0eb320147,16,2.9166666666666665,10,35,100.0,Орел,1092.0,5.0,1,37416194.02422182,12
2025-11-03,00562194-569a-11ec-a0ee-ec0d9a21b021,1,1.25,10,10,,Москва,1412.0,1.0,1,1387279655.225774,8
2025-11-10,00562194-569a-11ec-a0ee-ec0d9a21b021,9,6.0,14,48,80.0,Москва,1419.0,1.0,1,587597200.8423474,8
2025-11-17,00562194-569a-11ec-a0ee-ec0d9a21b021,10,6.5,12,52,100.0,Москва,1426.0,4.0,1,355894711.4093876,8
2025-11-24,00562194-569a-11ec-a0ee-ec0d9a21b021,10,5.777777777777778,10,52,100.0,Москва,1433.0,4.0,1,474324560.49168366,9
2025-11-03,00872c4d-b7c8-11eb-85ab-1c34dae33151,1,0.6666666666666666,10,10,,Пермь,1603.0,3.0,1,7326743465.557219,15
2025-11-10,00872c4d-b7c8-11eb-85ab-1c34dae33151,8,2.642857142857143,8,37,65.21739130434783,Пермь,1610.0,5.0,1,36519941523.19728,14
2025-11-17,00872c4d-b7c8-11eb-85ab-1c34dae33151,8,2.7857142857142856,6,39,93.33333333333331,Пермь,1617.0,1.0,1,5121646882.764275,14
2025-11-24,00872c4d-b7c8-11eb-85ab-1c34dae33151,8,2.8333333333333335,10,34,100.0,Пермь,1624.0,1.0,1,,12
2025-11-03,00c531ee-7d23-11ed-b970-08c0eb32008b,1,0.5263157894736842,10,10,,Липецк,963.0,0.0,0,201612799.59270418,19
2025-11-10,00c531ee-7d23-11ed-b970-08c0eb32008b,15,2.0,10,34,100.0,Липецк,970.0,5.0,1,7699014211.362739,17
2025-11-17,00c531ee-7d23-11ed-b970-08c0eb32008b,12,2.0588235294117645,8,35,100.0,Липецк,977.0,2.0,1,,17
2025-11-24,00c531ee-7d23-11ed-b970-08c0eb32008b,11,1.5454545454545454,9,34,48.64864864864865,Липецк,984.0,0.0,0,6547667.348052154,22
2025-11-03,00dad17e-50ee-11ef-b973-08c0eb32008b,1,0.625,10,10,,Новосибирск,453.0,0.0,0,133908750.08973807,16
2025-11-10,00dad17e-50ee-11ef-b973-08c0eb32008b,8,3.2857142857142856,13,46,65.625,Новосибирск,460.0,1.0,1,1962125688.0624156,14
2025-11-17,00dad17e-50ee-11ef-b973-08c0eb32008b,9,3.4,11,51,95.83333333333334,Новосибирск,467.0,3.0,1,4707566133497.063,15
2025-11-24,00dad17e-50ee-11ef-b973-08c0eb32008b,10,3.066666666666667,12,46,100.0,Новосибирск,474.0,2.0,1,846934620.3819616,15
2025-11-03,00f43499-3c96-11f0-9bb2-be3af2b6059f,1,1.0,10,10,,Пермь,35.0,0.0,0,20435922694.03803,10
2025-11-10,00f43499-3c96-11f0-9bb2-be3af2b6059f,9,2.9,8,29,38.88888888888889,Пермь,42.0,3.0,1,,10
2025-11-17,00f43499-3c96-11f0-9bb2-be3af2b6059f,9,3.1,9,31,40.0,Пермь,49.0,1.0,1,,10
2025-11-24,00f43499-3c96-11f0-9bb2-be3af2b6059f,8,2.9,9,29,92.3076923076923,Пермь,56.0,0.0,0,,10
2025-11-03,012f4970-7b40-11ef-ae7a-08c0eb320147,1,1.0,10,10,,Санкт-Петербург,379.0,1.0,1,35497213.80181988,10
2025-11-10,012f4970-7b40-11ef-ae7a-08c0eb320147,7,3.4166666666666665,9,41,70.58823529411765,Санкт-Петербург,386.0,3.0,1,7093390040.9594555,12
2025-11-17,012f4970-7b40-11ef-ae7a-08c0eb320147,9,4.0,9,40,90.0,Санкт-Петербург,393.0,4.0,1,48537484726.29233,10
2025-11-24,012f4970-7b40-11ef-ae7a-08c0eb320147,9,4.111111111111111,8,37,100.0,Санкт-Петербург,400.0,3.0,1,189997295.96942338,9
2025-11-03,0181305a-1ff8-11ee-b971-08c0eb32008b,1,1.1111111111111112,10,10,,Екатеринбург,813.0,0.0,1,214632113.48421434,9
2025-11-10,0181305a-1ff8-11ee-b971-08c0eb32008b,7,4.3,8,43,87.5,Екатеринбург,820.0,2.0,1,,10
2025-11-17,0181305a-1ff8-11ee-b971-08c0eb32008b,10,4.4,7,44,89.47368421052632,Екатеринбург,827.0,1.0,1,549834225.5695875,10
2025-11-24,0181305a-1ff8-11ee-b971-08c0eb32008b,10,4.0,9,44,88.23529411764706,Екатеринбург,834.0,4.0,1,,11
2025-11-03,018c0434-f787-11ec-8859-08c0eb32014b,1,0.8333333333333334,10,10,,Москва,1195.0,5.0,1,172330273.15339044,12
2025-11-10,018c0434-f787-11ec-8859-08c0eb32014b,16,5.9,16,59,80.55555555555556,Москва,1202.0,5.0,1,,10
2025-11-17,018c0434-f787-11ec-8859-08c0eb32014b,16,5.7272727272727275,15,63,96.96969696969695,Москва,1209.0,4.0,1,264206389.63377276,11
2025-11-24,018c0434-f787-11ec-8859-08c0eb32014b,16,5.545454545454546,17,61,83.6734693877551,Москва,1216.0,5.0,1,,11
2025-11-03,01b61453-a759-11ef-8861-08c0eb32014b,1,2.0,10,10,,Москва,315.0,0.0,0,97952.63792485734,5
2025-11-10,01b61453-a759-11ef-8861-08c0eb32014b,9,5.2,8,26,58.82352941176471,Москва,322.0,3.0,1,,5
2025-11-17,01b61453-a759-11ef-8861-08c0eb32014b,8,5.6,6,28,76.47058823529412,Москва,329.0,5.0,1,14644215009.171862,5
2025-11-24,01b61453-a759-11ef-8861-08c0eb32014b,10,4.666666666666667,6,28,81.81818181818183,Москва,336.0,5.0,1,23981623.78776773,6
2025-11-03,01bb6fcc-259c-11f0-9bb2-be3af2b6059f,1,1.25,10,10,,Москва,144.0,2.0,1,4299696990.582686,8
2025-11-10,01bb6fcc-259c-11f0-9bb2-be3af2b6059f,7,3.4444444444444446,10,31,94.73684210526316,Москва,151.0,2.0,1,826122914.8408568,9
2025-11-17,01bb6fcc-259c-11f0-9bb2-be3af2b6059f,7,5.666666666666667,13,34,100.0,Москва,158.0,1.0,1,,6
2025-11-24,01bb6fcc-259c-11f0-9bb2-be3af2b6059f,8,3.5555555555555554,11,32,94.44444444444444,Москва,165.0,0.0,0,11337584.857355991,9
2025-11-03,01ca88ce-d4a2-11ee-b973-08c0eb32008b,1,0.5882352941176471,10,10,,Смоленск,543.0,1.0,1,,17
2025-11-10,01ca88ce-d4a2-11ee-b973-08c0eb32008b,7,1.2222222222222223,13,22,85.71428571428571,Смоленск,550.0,1.0,1,108108608.4206287,18
2025-11-17,01ca88ce-d4a2-11ee-b973-08c0eb32008b,8,1.4666666666666666,10,22,90.0,Смоленск,557.0,2.0,1,128266028.7208289,15
2025-11-24,01ca88ce-d4a2-11ee-b973-08c0eb32008b,8,1.5333333333333334,7,23,100.0,Смоленск,564.0,1.0,1,375127121.6068084,15
2025-11-03,01eca359-58f5-11ec-a0ee-ec0d9a21b021,1,0.4,10,10,,Брянск,1412.0,0.0,1,4651733.87455789,25
2025-11-10,01eca359-58f5-11ec-a0ee-ec0d9a21b021,12,2.8461538461538463,18,74,52.459016393442624,Брянск,1419.0,4.0,1,1637828628.858479,26
2025-11-17,01eca359-58f5-11ec-a0ee-ec0d9a21b021,12,3.8095238095238093,15,80,77.27272727272727,Брянск,1426.0,4.0,1,8676134.650729466,21
2025-11-24,01eca359-58f5-11ec-a0ee-ec0d9a21b021,14,3.5238095238095237,15,74,86.8421052631579,Брянск,1433.0,5.0,1,26229922967.217335,21
2025-11-03,02074606-902a-11ee-ae7a-08c0eb320147,1,0.7142857142857143,10,10,,Санкт-Петербург,678.0,4.0,1,1415305397.0551827,14
2025-11-10,02074606-902a-11ee-ae7a-08c0eb320147,12,3.357142857142857,15,47,100.0,Санкт-Петербург,685.0,5.0,1,,14
2025-11-17,02074606-902a-11ee-ae7a-08c0eb320147,13,3.0625,12,49,100.0,Санкт-Петербург,692.0,3.0,1,2166120699.6582046,16
2025-11-24,02074606-902a-11ee-ae7a-08c0eb320147,12,2.8823529411764706,15,49,92.85714285714286,Санкт-Петербург,699.0,1.0,1,505194407.19800746,17
2025-11-03,0227a677-37f9-11ec-85ad-1c34dae33151,1,0.8333333333333334,10,10,,Киров,1417.0,0.0,0,4462144.144461489,12
2025-11-10,0227a677-37f9-11ec-85ad-1c34dae33151,7,2.5,9,35,69.23076923076923,Киров,1424.0,0.0,0,68244968.18389572,14
2025-11-17,0227a677-37f9-11ec-85ad-1c34dae33151,6,2.6666666666666665,7,32,47.05882352941176,Киров,1432.0,2.0,1,,12
2025-11-24,0227a677-37f9-11ec-85ad-1c34dae33151,7,2.0625,7,33,90.0,Киров,1439.0,2.0,1,97546290431.52263,16
2025-11-03,02368921-d0b0-11ee-ae7a-08c0eb320147,1,0.5,10,10,,Кемерово,584.0,0.0,0,43497925.98913071,20
2025-11-10,02368921-d0b0-11ee-ae7a-08c0eb320147,9,2.272727272727273,13,50,69.6969696969697,Кемерово,591.0,3.0,1,,22
2025-11-17,02368921-d0b0-11ee-ae7a-08c0eb320147,11,3.0,11,57,88.88888888888889,Кемерово,598.0,2.0,1,,19
2025-11-24,02368921-d0b0-11ee-ae7a-08c0eb320147,12,2.7142857142857144,14,57,76.92307692307693,Кемерово,605.0,2.0,1,7050397.758779404,21
2025-11-03,024e651c-5832-11ec-85ad-1c34dae33151,1,0.8333333333333334,10,10,,Санкт-Петербург,1406.0,3.0,1,20123467895.105602,12
2025-11-10,024e651c-5832-11ec-85ad-1c34dae33151,7,3.25,7,39,100.0,Санкт-Петербург,1413.0,2.0,1,34725318.07576664,12
2025-11-17,024e651c-5832-11ec-85ad-1c34dae33151,9,4.0,8,40,93.33333333333331,Санкт-Петербург,1420.0,2.0,1,7926691882.940306,10
2025-11-24,024e651c-5832-11ec-85ad-1c34dae33151,7,4.222222222222222,12,38,100.0,Санкт-Петербург,1427.0,0.0,1,,9
2025-11-03,02787feb-3497-11f0-9bb2-be3af2b6059f,1,0.6666666666666666,10,10,,Киров,124.0,2.0,1,67408860.3287633,15
2025-11-10,02787feb-3497-11f0-9bb2-be3af2b6059f,7,2.0,7,28,80.0,Киров,131.0,3.0,1,8245582409.818375,14
2025-11-17,02787feb-3497-11f0-9bb2-be3af2b6059f,7,2.75,7,33,88.88888888888889,Киров,138.0,3.0,1,,12
2025-11-24,02787feb-3497-11f0-9bb2-be3af2b6059f,8,2.6363636363636362,7,29,100.0,Киров,145.0,3.0,1,,11
2025-11-03,02853a18-3730-11ec-a0ee-ec0d9a21b021,1,0.8333333333333334,10,10,,Санкт-Петербург,1442.0,3.0,1,166886443.66417632,12
2025-11-10,02853a18-3730-11ec-a0ee-ec0d9a21b021,8,3.4615384615384617,9,45,80.0,Санкт-Петербург,1449.0,1.0,1,3213474053.5901613,13
2025-11-17,02853a18-3730-11ec-a0ee-ec0d9a21b021,9,3.066666666666667,9,46,70.0,Санкт-Петербург,1456.0,4.0,1,,15
2025-11-24,02853a18-3730-11ec-a0ee-ec0d9a21b021,10,3.3846153846153846,8,44,89.47368421052632,Санкт-Петербург,1463.0,5.0,1,,13
2025-11-03,0289ea3d-8408-11ec-ae6d-08c0eb320147,1,1.0,10,10,,Москва,1345.0,0.0,0,297774469.5702804,10
2025-11-10,0289ea3d-8408-11ec-ae6d-08c0eb320147,10,6.777777777777778,16,61,93.93939393939394,Москва,1352.0,0.0,0,11057225178.338322,9
2025-11-17,0289ea3d-8408-11ec-ae6d-08c0eb320147,11,6.2,16,62,100.0,Москва,1359.0,1.0,1,,10
2025-11-24,0289ea3d-8408-11ec-ae6d-08c0eb320147,11,4.818181818181818,15,53,100.0,Москва,1365.0,2.0,1,,11
2025-11-03,029b1989-55c1-11ed-ae75-08c0eb320147,1,1.1111111111111112,10,10,,Волгоград,1071.0,0.0,0,,9
2025-11-10,029b1989-55c1-11ed-ae75-08c0eb320147,8,2.2,11,22,36.36363636363637,Волгоград,1078.0,0.0,0,,10
2025-11-17,029b1989-55c1-11ed-ae75-08c0eb320147,9,3.142857142857143,11,22,38.46153846153847,Волгоград,1085.0,0.0,0,18880473.82543339,7
2025-11-24,029b1989-55c1-11ed-ae75-08c0eb320147,5,2.3333333333333335,9,21,75.0,Волгоград,1092.0,0.0,0,13977273854.085243,9
2025-11-03,02b1ffb9-e07c-11ee-b973-08c0eb32008b,1,0.625,10,10,,Новокузнецк,553.0,0.0,0,134769422.44523004,16
2025-11-10,02b1ffb9-e07c-11ee-b973-08c0eb32008b,8,2.8125,14,45,60.86956521739131,Новокузнецк,560.0,0.0,1,878521480.91546,16
2025-11-17,02b1ffb9-e07c-11ee-b973-08c0eb32008b,8,3.142857142857143,12,44,83.33333333333334,Новокузнецк,567.0,1.0,1,150945973.5126536,14
2025-11-24,02b1ffb9-e07c-11ee-b973-08c0eb32008b,11,2.473684210526316,12,47,93.75,Новокузнецк,574.0,5.0,1,297999706.70703477,19
2025-11-03,02efb51b-18f8-11ef-b10b-08c0eb31fffb,1,1.1111111111111112,10,10,,Ульяновск,493.0,0.0,0,538410748.3853362,9
2025-11-10,02efb51b-18f8-11ef-b10b-08c0eb31fffb,5,1.7142857142857142,9,24,85.71428571428571,Ульяновск,500.0,0.0,0,301337973.83500975,14
2025-11-17,02efb51b-18f8-11ef-b10b-08c0eb31fffb,5,2.2,13,22,90.0,Ульяновск,507.0,0.0,0,435037227.62143356,10
2025-11-24,02efb51b-18f8-11ef-b10b-08c0eb31fffb,6,2.1818181818181817,13,24,100.0,Ульяновск,514.0,0.0,0,212037522.04967827,11
2025-11-03,030408ca-37f6-11ec-85ad-1c34dae33151,1,0.8333333333333334,10,10,,Энгельс,1414.0,1.0,1,,12
2025-11-10,030408ca-37f6-11ec-85ad-1c34dae33151,6,1.625,8,26,23.52941176470588,Энгельс,1421.0,0.0,0,,16
2025-11-17,030408ca-37f6-11ec-85ad-1c34dae33151,7,1.9285714285714286,7,27,41.17647058823529,Энгельс,1428.0,0.0,1,417131276.272378,14
2025-11-24,030408ca-37f6-11ec-85ad-1c34dae33151,6,2.0833333333333335,6,25,80.0,Энгельс,1435.0,0.0,1,,12
2025-11-03,03055473-50e8-11ef-b973-08c0eb32008b,1,0.5555555555555556,10,10,,Челябинск,453.0,2.0,1,14514075.833648553,18
2025-11-10,03055473-50e8-11ef-b973-08c0eb32008b,10,2.9473684210526314,13,56,100.0,Челябинск,460.0,4.0,1,112935879.07220553,19
2025-11-17,03055473-50e8-11ef-b973-08c0eb32008b,11,2.260869565217391,11,52,84.61538461538461,Челябинск,467.0,1.0,1,7976098.718361602,23
2025-11-24,03055473-50e8-11ef-b973-08c0eb32008b,11,2.16,11,54,94.11764705882352,Челябинск,474.0,0.0,0,,25
2025-11-10,031693e6-9d20-11f0-aa3c-be3af2b6059f,1,,10,10,,Казань,0.0,5.0,1,,
2025-11-17,031693e6-9d20-11f0-aa3c-be3af2b6059f,14,,2,41,85.0,Казань,0.0,5.0,1,57111988.615842134,
2025-11-24,031693e6-9d20-11f0-aa3c-be3af2b6059f,14,,0,40,86.95652173913044,Казань,0.0,5.0,1,1655832277.7159722,
2025-11-03,0327f04b-bf37-11ec-8857-08c0eb32014b,1,0.5263157894736842,10,10,,Пенза,1272.0,0.0,0,766933697.8798454,19
2025-11-10,0327f04b-bf37-11ec-8857-08c0eb32014b,10,2.25,13,45,45.94594594594595,Пенза,1279.0,2.0,1,1286466489.3224487,20
2025-11-17,0327f04b-bf37-11ec-8857-08c0eb32014b,11,2.764705882352941,12,47,38.46153846153847,Пенза,1286.0,0.0,0,,17
2025-11-24,0327f04b-bf37-11ec-8857-08c0eb32014b,10,2.8125,13,45,61.11111111111112,Пенза,1293.0,4.0,1,,16
2025-11-03,032be154-2a66-11eb-859a-1c34dae33151,1,1.25,10,10,,Москва,1772.0,1.0,1,5557411.155877914,8
2025-11-10,032be154-2a66-11eb-859a-1c34dae33151,8,4.777777777777778,11,43,100.0,Москва,1779.0,2.0,1,14928425695.910656,9
2025-11-17,032be154-2a66-11eb-859a-1c34dae33151,8,6.857142857142857,9,48,100.0,Москва,1786.0,0.0,0,2356847927.975544,7
2025-11-24,032be154-2a66-11eb-859a-1c34dae33151,8,5.25,10,42,96.15384615384616,Москва,1793.0,3.0,1,20624370121.438797,8
2025-11-03,0334e713-d7b0-11ed-b970-08c0eb32008b,1,0.625,10,10,,Пенза,837.0,5.0,1,251209283.8543435,16
2025-11-10,0334e713-d7b0-11ed-b970-08c0eb32008b,11,1.8125,11,29,78.26086956521739,Пенза,844.0,5.0,1,95608902.59879306,16
2025-11-17,0334e713-d7b0-11ed-b970-08c0eb32008b,11,1.8823529411764706,8,32,92.85714285714286,Пенза,851.0,5.0,1,,17
2025-11-24,0334e713-d7b0-11ed-b970-08c0eb32008b,12,2.0,10,32,92.3076923076923,Пенза,858.0,4.0,1,247182666.4836862,16
2025-11-03,0336541c-50d7-11ef-b973-08c0eb32008b,1,0.5,10,10,,Новосибирск,453.0,1.0,1,15380218.368328363,20
2025-11-10,0336541c-50d7-11ef-b973-08c0eb32008b,12,2.3529411764705883,16,40,81.25,Новосибирск,460.0,4.0,1,35150709.964228034,17
2025-11-17,0336541c-50d7-11ef-b973-08c0eb32008b,13,2.1052631578947367,18,40,100.0,Новосибирск,467.0,0.0,0,,19
2025-11-24,0336541c-50d7-11ef-b973-08c0eb32008b,11,1.7727272727272727,19,39,90.0,Новосибирск,474.0,0.0,1,71092017.0839591,22
2025-11-03,0354eabe-d7e0-11ee-ae7a-08c0eb320147,1,0.7142857142857143,10,10,,Кострома,557.0,1.0,1,,14
2025-11-10,0354eabe-d7e0-11ee-ae7a-08c0eb320147,6,1.6666666666666667,10,25,90.0,Кострома,564.0,3.0,1,5450352129.319288,15
2025-11-17,0354eabe-d7e0-11ee-ae7a-08c0eb320147,6,1.6,10,24,80.0,Кострома,571.0,4.0,1,96215733.02994794,15
2025-11-24,0354eabe-d7e0-11ee-ae7a-08c0eb320147,6,1.6666666666666667,9,25,91.66666666666666,Кострома,578.0,0.0,0,,15
2025-11-03,03805ed0-6b34-11ed-b96e-08c0eb32008b,1,0.47619047619047616,10,10,,Череповец,1044.0,5.0,1,156772602.54996753,21
2025-11-10,03805ed0-6b34-11ed-b96e-08c0eb32008b,11,2.0526315789473686,9,39,100.0,Череповец,1051.0,2.0,1,300737775.64625055,19
2025-11-17,03805ed0-6b34-11ed-b96e-08c0eb32008b,15,1.5714285714285714,12,44,100.0,Череповец,1058.0,4.0,1,35497005455.728485,28
2025-11-24,03805ed0-6b34-11ed-b96e-08c0eb32008b,12,1.68,11,42,93.75,Череповец,1065.0,5.0,1,4603467494.805985,25
2025-11-03,03ad90ef-d97b-11ef-aa23-be3af2b6059f,1,0.5,10,10,,Кемерово,231.0,0.0,0,,20
2025-11-10,03ad90ef-d97b-11ef-aa23-be3af2b6059f,13,3.8421052631578947,16,73,71.42857142857143,Кемерово,238.0,5.0,1,118815785.96345662,19
2025-11-17,03ad90ef-d97b-11ef-aa23-be3af2b6059f,13,3.3636363636363638,14,74,87.5,Кемерово,245.0,2.0,1,6004927.705680719,22
2025-11-24,03ad90ef-d97b-11ef-aa23-be3af2b6059f,14,3.409090909090909,18,75,77.77777777777779,Кемерово,252.0,3.0,1,,22
2025-11-03,03aeb11f-42f8-11ec-a0ee-ec0d9a21b021,1,0.6666666666666666,10,10,,Тверь,1422.0,5.0,1,1463369990.4642375,15
2025-11-10,03aeb11f-42f8-11ec-a0ee-ec0d9a21b021,13,2.0526315789473686,9,39,93.33333333333331,Тверь,1429.0,5.0,1,6753319.78451745,19
2025-11-17,03aeb11f-42f8-11ec-a0ee-ec0d9a21b021,15,2.0952380952380953,11,44,65.21739130434783,Тверь,1436.0,5.0,1,1681819960.6063035,21
2025-11-24,03aeb11f-42f8-11ec-a0ee-ec0d9a21b021,18,2.090909090909091,11,46,95.45454545454544,Тверь,1443.0,5.0,1,15391847784.900679,22
2025-11-03,03bcdafc-6d03-11ee-8860-08c0eb32014b,1,0.5882352941176471,10,10,,Тюмень,720.0,3.0,1,,17
2025-11-10,03bcdafc-6d03-11ee-8860-08c0eb32014b,9,2.1052631578947367,10,40,86.95652173913044,Тюмень,727.0,2.0,1,,19
2025-11-17,03bcdafc-6d03-11ee-8860-08c0eb32014b,10,2.933333333333333,10,44,86.36363636363636,Тюмень,734.0,2.0,1,110266681.18781921,15
2025-11-24,03bcdafc-6d03-11ee-8860-08c0eb32014b,8,3.3333333333333335,9,50,90.9090909090909,Тюмень,741.0,0.0,0,339008110.9395921,15
2025-11-03,03e84186-8a99-11ec-b967-08c0eb32008b,1,1.4285714285714286,10,10,,Чебоксары,1335.0,0.0,0,,7
2025-11-10,03e84186-8a99-11ec-b967-08c0eb32008b,5,4.5,6,27,66.66666666666666,Чебоксары,1342.0,2.0,1,925240873.8518834,6
2025-11-17,03e84186-8a99-11ec-b967-08c0eb32008b,5,4.666666666666667,5,28,80.0,Чебоксары,1349.0,1.0,1,,6
2025-11-24,03e84186-8a99-11ec-b967-08c0eb32008b,7,4.142857142857143,6,29,100.0,Чебоксары,1356.0,0.0,0,,7
2025-11-03,03ed4cc1-6c82-11f0-a97c-be3af2b6059f,1,1.4285714285714286,10,10,,Санкт-Петербург,43.0,2.0,1,176328539.97455385,7
2025-11-10,03ed4cc1-6c82-11f0-a97c-be3af2b6059f,10,3.857142857142857,9,27,92.85714285714286,Санкт-Петербург,50.0,4.0,1,44311037239.225266,7
2025-11-17,03ed4cc1-6c82-11f0-a97c-be3af2b6059f,7,3.75,9,30,100.0,Санкт-Петербург,57.0,2.0,1,524476386.4545966,8
2025-11-24,03ed4cc1-6c82-11f0-a97c-be3af2b6059f,9,3.6666666666666665,10,33,100.0,Санкт-Петербург,64.0,5.0,1,716847677.3986102,9
2025-11-03,03f0a450-dc59-11ee-b973-08c0eb32008b,1,2.0,10,10,,Москва,564.0,2.0,1,,5
2025-11-10,03f0a450-dc59-11ee-b973-08c0eb32008b,5,3.1666666666666665,4,19,82.35294117647058,Москва,571.0,3.0,1,7646686154.681212,6
2025-11-17,03f0a450-dc59-11ee-b973-08c0eb32008b,5,3.6666666666666665,4,22,87.5,Москва,578.0,4.0,1,121246679.03071295,6
2025-11-24,03f0a450-dc59-11ee-b973-08c0eb32008b,6,3.3333333333333335,4,20,100.0,Москва,585.0,2.0,1,741541803.742625,6
2025-11-03,03fdadd2-8230-11ef-8861-08c0eb32014b,1,0.8333333333333334,10,10,,Челябинск,333.0,1.0,1,1894544314.6491394,12
2025-11-10,03fdadd2-8230-11ef-8861-08c0eb32014b,7,2.9,7,29,100.0,Челябинск,340.0,2.0,1,,10
2025-11-17,03fdadd2-8230-11ef-8861-08c0eb32014b,8,2.4166666666666665,7,29,100.0,Челябинск,347.0,3.0,1,,12
2025-11-24,03fdadd2-8230-11ef-8861-08c0eb32014b,9,2.230769230769231,8,29,91.66666666666666,Челябинск,354.0,1.0,1,235029443.4369637,13
2025-11-03,0438be32-d8c2-11ef-9bb0-be3af2b6059f,1,1.1111111111111112,10,10,,Красноярск,238.0,2.0,1,70807253.7361192,9
2025-11-10,0438be32-d8c2-11ef-9bb0-be3af2b6059f,5,4.1,7,41,24.0,Красноярск,245.0,0.0,0,,10
2025-11-17,0438be32-d8c2-11ef-9bb0-be3af2b6059f,6,3.75,11,45,12.5,Красноярск,252.0,0.0,0,777706469.8031763,12
2025-11-24,0438be32-d8c2-11ef-9bb0-be3af2b6059f,11,4.8,10,48,96.42857142857144,Красноярск,259.0,0.0,1,521526271291.39404,10
2025-11-03,043fceed-d15c-11ee-b10b-08c0eb31fffb,1,0.47619047619047616,10,10,,Курган,585.0,3.0,1,,21
2025-11-10,043fceed-d15c-11ee-b10b-08c0eb31fffb,9,2.3125,11,37,100.0,Курган,592.0,3.0,1,42983451.12600776,16
2025-11-17,043fceed-d15c-11ee-b10b-08c0eb31fffb,9,2.4285714285714284,9,34,100.0,Курган,599.0,5.0,1,295945457.9123157,14
2025-11-24,043fceed-d15c-11ee-b10b-08c0eb31fffb,11,3.357142857142857,10,47,100.0,Курган,606.0,3.0,1,361187463.6077348,14
2025-11-03,04508dc3-8589-11ef-ae7a-08c0eb320147,1,1.1111111111111112,10,10,,Санкт-Петербург,365.0,3.0,1,277161257.5462163,9
2025-11-10,04508dc3-8589-11ef-ae7a-08c0eb320147,6,2.1818181818181817,10,24,85.71428571428571,Санкт-Петербург,372.0,1.0,1,,11
2025-11-17,04508dc3-8589-11ef-ae7a-08c0eb320147,7,2.0,11,24,81.81818181818183,Санкт-Петербург,379.0,2.0,1,938396441.8489331,12
2025-11-24,04508dc3-8589-11ef-ae7a-08c0eb320147,8,2.3,9,23,100.0,Санкт-Петербург,386.0,3.0,1,,10
2025-11-03,045ba20d-5355-11f0-a97c-be3af2b6059f,1,0.9090909090909091,10,10,,Москва,35.0,0.0,0,145723779.99013695,11
2025-11-10,045ba20d-5355-11f0-a97c-be3af2b6059f,9,3.1,13,31,40.909090909090914,Москва,42.0,0.0,0,487861126.49603105,10
