calendar_dt,store_id,target
2025-11-17,02074606-902a-11ee-ae7a-08c0eb320147,5.0
2025-11-03,0227a677-37f9-11ec-85ad-1c34dae33151,0.0
2025-11-10,0227a677-37f9-11ec-85ad-1c34dae33151,0.0
2025-11-17,0227a677-37f9-11ec-85ad-1c34dae33151,2.0
2025-11-03,02368921-d0b0-11ee-ae7a-08c0eb320147,0.0
2025-11-10,02368921-d0b0-11ee-ae7a-08c0eb320147,4.0
2025-11-17,02368921-d0b0-11ee-ae7a-08c0eb320147,2.0
2025-11-03,024e651c-5832-11ec-85ad-1c34dae33151,3.0
2025-11-10,024e651c-5832-11ec-85ad-1c34dae33151,2.0
2025-11-17,024e651c-5832-11ec-85ad-1c34dae33151,2.0
2025-11-03,02787feb-3497-11f0-9bb2-be3af2b6059f,2.0
2025-11-10,02787feb-3497-11f0-9bb2-be3af2b6059f,3.0
2025-11-17,02787feb-3497-11f0-9bb2-be3af2b6059f,3.0
2025-11-03,02853a18-3730-11ec-a0ee-ec0d9a21b021,4.0
2025-11-10,02853a18-3730-11ec-a0ee-ec0d9a21b021,3.0
2025-11-17,02853a18-3730-11ec-a0ee-ec0d9a21b021,5.0
2025-11-03,0289ea3d-8408-11ec-ae6d-08c0eb320147,0.0
2025-11-10,0289ea3d-8408-11ec-ae6d-08c0eb320147,0.0
2025-11-17,0289ea3d-8408-11ec-ae6d-08c0eb320147,1.0
2025-11-03,029b1989-55c1-11ed-ae75-08c0eb320147,0.0
2025-11-10,029b1989-55c1-11ed-ae75-08c0eb320147,0.0
2025-11-17,029b1989-55c1-11ed-ae75-08c0eb320147,0.0
2025-11-03,02b1ffb9-e07c-11ee-b973-08c0eb32008b,0.0
2025-11-10,02b1ffb9-e07c-11ee-b973-08c0eb32008b,1.0
2025-11-17,02b1ffb9-e07c-11ee-b973-08c0eb32008b,2.0
2025-11-03,02efb51b-18f8-11ef-b10b-08c0eb31fffb,0.0
2025-11-10,02efb51b-18f8-11ef-b10b-08c0eb31fffb,0.0
2025-11-17,02efb51b-18f8-11ef-b10b-08c0eb31fffb,0.0
2025-11-03,030408ca-37f6-11ec-85ad-1c34dae33151,1.0
2025-11-10,030408ca-37f6-11ec-85ad-1c34dae33151,0.0
2025-11-17,030408ca-37f6-11ec-85ad-1c34dae33151,1.0
2025-11-03,03055473-50e8-11ef-b973-08c0eb32008b,3.0
2025-11-10,03055473-50e8-11ef-b973-08c0eb32008b,4.0
2025-11-17,03055473-50e8-11ef-b973-08c0eb32008b,2.0
2025-11-10,031693e6-9d20-11f0-aa3c-be3af2b6059f,12.0
2025-11-17,031693e6-9d20-11f0-aa3c-be3af2b6059f,11.0
2025-11-03,0327f04b-bf37-11ec-8857-08c0eb32014b,0.0
2025-11-10,0327f04b-bf37-11ec-8857-08c0eb32014b,2.0
2025-11-17,0327f04b-bf37-11ec-8857-08c0eb32014b,0.0
2025-11-03,032be154-2a66-11eb-859a-1c34dae33151,1.0
2025-11-10,032be154-2a66-11eb-859a-1c34dae33151,2.0
2025-11-17,032be154-2a66-11eb-859a-1c34dae33151,0.0
2025-11-03,0334e713-d7b0-11ed-b970-08c0eb32008b,6.0
2025-11-10,0334e713-d7b0-11ed-b970-08c0eb32008b,5.0
2025-11-17,0334e713-d7b0-11ed-b970-08c0eb32008b,6.0
2025-11-03,0336541c-50d7-11ef-b973-08c0eb32008b,1.0
2025-11-10,0336541c-50d7-11ef-b973-08c0eb32008b,4.0
2025-11-17,0336541c-50d7-11ef-b973-08c0eb32008b,0.0
2025-11-03,0354eabe-d7e0-11ee-ae7a-08c0eb320147,1.0
2025-11-10,0354eabe-d7e0-11ee-ae7a-08c0eb320147,3.0
2025-11-17,0354eabe-d7e0-11ee-ae7a-08c0eb320147,4.0
2025-11-03,03805ed0-6b34-11ed-b96e-08c0eb32008b,7.0
2025-11-10,03805ed0-6b34-11ed-b96e-08c0eb32008b,4.0
2025-11-17,03805ed0-6b34-11ed-b96e-08c0eb32008b,4.0
2025-11-03,03ad90ef-d97b-11ef-aa23-be3af2b6059f,0.0
2025-11-10,03ad90ef-d97b-11ef-aa23-be3af2b6059f,7.0
2025-11-17,03ad90ef-d97b-11ef-aa23-be3af2b6059f,2.0
2025-11-03,03aeb11f-42f8-11ec-a0ee-ec0d9a21b021,7.0
2025-11-10,03aeb11f-42f8-11ec-a0ee-ec0d9a21b021,5.0
2025-11-17,03aeb11f-42f8-11ec-a0ee-ec0d9a21b021,12.0
2025-11-03,03bcdafc-6d03-11ee-8860-08c0eb32014b,3.0
2025-11-10,03bcdafc-6d03-11ee-8860-08c0eb32014b,3.0
2025-11-17,03bcdafc-6d03-11ee-8860-08c0eb32014b,2.0
2025-11-03,03e84186-8a99-11ec-b967-08c0eb32008b,0.0
2025-11-10,03e84186-8a99-11ec-b967-08c0eb32008b,2.0
2025-11-17,03e84186-8a99-11ec-b967-08c0eb32008b,3.0
2025-11-03,03ed4cc1-6c82-11f0-a97c-be3af2b6059f,4.0
2025-11-10,03ed4cc1-6c82-11f0-a97c-be3af2b6059f,4.0
2025-11-17,03ed4cc1-6c82-11f0-a97c-be3af2b6059f,4.0
2025-11-03,03f0a450-dc59-11ee-b973-08c0eb32008b,3.0
2025-11-10,03f0a450-dc59-11ee-b973-08c0eb32008b,3.0
2025-11-17,03f0a450-dc59-11ee-b973-08c0eb32008b,4.0
2025-11-03,03fdadd2-8230-11ef-8861-08c0eb32014b,2.0
2025-11-10,03fdadd2-8230-11ef-8861-08c0eb32014b,4.0
2025-11-17,03fdadd2-8230-11ef-8861-08c0eb32014b,3.0
2025-11-03,0438be32-d8c2-11ef-9bb0-be3af2b6059f,2.0
2025-11-10,0438be32-d8c2-11ef-9bb0-be3af2b6059f,0.0
2025-11-17,0438be32-d8c2-11ef-9bb0-be3af2b6059f,0.0
2025-11-03,043fceed-d15c-11ee-b10b-08c0eb31fffb,3.0
2025-11-10,043fceed-d15c-11ee-b10b-08c0eb31fffb,4.0
2025-11-17,043fceed-d15c-11ee-b10b-08c0eb31fffb,6.0
2025-11-03,04508dc3-8589-11ef-ae7a-08c0eb320147,3.0
2025-11-10,04508dc3-8589-11ef-ae7a-08c0eb320147,1.0
2025-11-17,04508dc3-8589-11ef-ae7a-08c0eb320147,2.0
2025-11-03,045ba20d-5355-11f0-a97c-be3af2b6059f,0.0
2025-11-10,045ba20d-5355-11f0-a97c-be3af2b6059f,0.0
2025-11-17,045ba20d-5355-11f0-a97c-be3af2b6059f,0.0
2025-11-03,047c9298-b0a4-11ef-b973-08c0eb32008b,0.0
2025-11-10,047c9298-b0a4-11ef-b973-08c0eb32008b,5.0
2025-11-17,047c9298-b0a4-11ef-b973-08c0eb32008b,4.0
2025-11-03,0496ed82-a8e6-11ef-ae7a-08c0eb320147,0.0
2025-11-10,0496ed82-a8e6-11ef-ae7a-08c0eb320147,0.0
2025-11-17,0496ed82-a8e6-11ef-ae7a-08c0eb320147,0.0
2025-11-03,04ab4566-3895-11eb-859a-1c34dae33151,0.0
2025-11-10,04ab4566-3895-11eb-859a-1c34dae33151,0.0
2025-11-17,04ab4566-3895-11eb-859a-1c34dae33151,0.0
2025-11-03,0518ec93-717c-11ee-b972-08c0eb32008b,0.0
2025-11-10,0518ec93-717c-11ee-b972-08c0eb32008b,3.0
2025-11-17,0518ec93-717c-11ee-b972-08c0eb32008b,5.0
2025-11-03,051999b4-3b55-11ed-ae72-08c0eb320147,0.0
2025-11-10,051999b4-3b55-11ed-ae72-08c0eb320147,1.0
2025-11-17,051999b4-3b55-11ed-ae72-08c0eb320147,1.0
2025-11-03,055eb4c7-e8d3-11ec-ae71-08c0eb320147,3.0
2025-11-10,055eb4c7-e8d3-11ec-ae71-08c0eb320147,4.0
2025-11-17,055eb4c7-e8d3-11ec-ae71-08c0eb320147,4.0
2025-11-03,05739419-9b58-11ee-8861-08c0eb32014b,1.0
2025-11-10,05739419-9b58-11ee-8861-08c0eb32014b,0.0
2025-11-17,05739419-9b58-11ee-8861-08c0eb32014b,0.0
2025-11-03,057fbe65-f3d2-11ed-b971-08c0eb32008b,1.0
2025-11-10,057fbe65-f3d2-11ed-b971-08c0eb32008b,2.0
2025-11-17,057fbe65-f3d2-11ed-b971-08c0eb32008b,2.0
2025-11-03,059542a5-89f7-11ee-8861-08c0eb32014b,0.0
2025-11-10,059542a5-89f7-11ee-8861-08c0eb32014b,3.0
2025-11-17,059542a5-89f7-11ee-8861-08c0eb32014b,2.0
2025-11-03,05bef77a-8278-11f0-9bb2-be3af2b6059f,0.0
2025-11-10,05bef77a-8278-11f0-9bb2-be3af2b6059f,3.0
2025-11-17,05bef77a-8278-11f0-9bb2-be3af2b6059f,0.0
2025-11-03,05e8ff27-38be-11ec-a0ee-ec0d9a21b021,2.0
2025-11-10,05e8ff27-38be-11ec-a0ee-ec0d9a21b021,8.0
2025-11-17,05e8ff27-38be-11ec-a0ee-ec0d9a21b021,5.0
2025-11-03,05f28c31-5e43-11ef-b973-08c0eb32008b,0.0
2025-11-10,05f28c31-5e43-11ef-b973-08c0eb32008b,0.0
2025-11-17,05f28c31-5e43-11ef-b973-08c0eb32008b,2.0
2025-11-03,061569f1-2a6c-11eb-859a-1c34dae33151,0.0
2025-11-10,061569f1-2a6c-11eb-859a-1c34dae33151,2.0
2025-11-17,061569f1-2a6c-11eb-859a-1c34dae33151,0.0
2025-11-03,061bfa14-edd9-11ee-ae7a-08c0eb320147,1.0
2025-11-10,061bfa14-edd9-11ee-ae7a-08c0eb320147,3.0
2025-11-17,061bfa14-edd9-11ee-ae7a-08c0eb320147,4.0
2025-11-03,062225af-acb0-11ef-ae7a-08c0eb320147,0.0
2025-11-10,062225af-acb0-11ef-ae7a-08c0eb320147,0.0
2025-11-17,062225af-acb0-11ef-ae7a-08c0eb320147,0.0
2025-11-03,064ab6dc-5d3c-11ea-a7b3-0050560306e1,0.0
2025-11-10,064ab6dc-5d3c-11ea-a7b3-0050560306e1,2.0
2025-11-17,064ab6dc-5d3c-11ea-a7b3-0050560306e1,1.0
2025-11-03,06638419-eb4e-11ed-b971-08c0eb32008b,4.0
2025-11-10,06638419-eb4e-11ed-b971-08c0eb32008b,4.0
2025-11-17,06638419-eb4e-11ed-b971-08c0eb32008b,12.0
2025-11-03,06abe5a4-2734-11ef-b10b-08c0eb31fffb,1.0
2025-11-10,06abe5a4-2734-11ef-b10b-08c0eb31fffb,2.0
2025-11-17,06abe5a4-2734-11ef-b10b-08c0eb31fffb,0.0
2025-11-03,06ac6faa-7776-11eb-85a3-1c34dae33151,2.0
2025-11-10,06ac6faa-7776-11eb-85a3-1c34dae33151,1.0
2025-11-17,06ac6faa-7776-11eb-85a3-1c34dae33151,3.0
2025-11-03,06d7b8bc-891a-11ee-b973-08c0eb32008b,3.0
2025-11-10,06d7b8bc-891a-11ee-b973-08c0eb32008b,0.0
2025-11-17,06d7b8bc-891a-11ee-b973-08c0eb32008b,0.0
2025-11-03,06e01b66-0a21-11eb-8599-1c34dae33151,0.0
2025-11-10,06e01b66-0a21-11eb-8599-1c34dae33151,0.0
2025-11-17,06e01b66-0a21-11eb-8599-1c34dae33151,0.0
2025-11-03,06e452cd-c1ef-11eb-85ab-1c34dae33151,0.0
2025-11-10,06e452cd-c1ef-11eb-85ab-1c34dae33151,0.0
2025-11-17,06e452cd-c1ef-11eb-85ab-1c34dae33151,0.0
2025-11-03,07134119-2588-11eb-8599-1c34dae33151,0.0
2025-11-10,07134119-2588-11eb-8599-1c34dae33151,0.0
2025-11-17,07134119-2588-11eb-8599-1c34dae33151,0.0
2025-11-03,071826a3-75e6-11ea-95b9-0050560306e1,1.0
2025-11-10,071826a3-75e6-11ea-95b9-0050560306e1,0.0
2025-11-17,071826a3-75e6-11ea-95b9-0050560306e1,0.0
2025-11-03,07497e8c-a0c2-11ee-b10b-08c0eb31fffb,0.0
2025-11-10,07497e8c-a0c2-11ee-b10b-08c0eb31fffb,0.0
2025-11-17,07497e8c-a0c2-11ee-b10b-08c0eb31fffb,0.0
2025-11-03,07561b83-d839-11ed-ae77-08c0eb320147,0.0
2025-11-10,07561b83-d839-11ed-ae77-08c0eb320147,2.0
2025-11-17,07561b83-d839-11ed-ae77-08c0eb320147,2.0
2025-11-03,0780274a-5d40-11ea-a7b3-0050560306e1,1.0
2025-11-10,0780274a-5d40-11ea-a7b3-0050560306e1,2.0
2025-11-17,0780274a-5d40-11ea-a7b3-0050560306e1,2.0
2025-11-03,07822366-0d48-11ef-b10b-08c0eb31fffb,0.0
2025-11-10,07822366-0d48-11ef-b10b-08c0eb31fffb,4.0
2025-11-17,07822366-0d48-11ef-b10b-08c0eb31fffb,2.0
2025-11-03,078e06d7-a326-11ee-8861-08c0eb32014b,2.0
2025-11-10,078e06d7-a326-11ee-8861-08c0eb32014b,6.0
2025-11-17,078e06d7-a326-11ee-8861-08c0eb32014b,2.0
2025-11-03,07c7d165-0386-11ed-ae72-08c0eb320147,0.0
2025-11-10,07c7d165-0386-11ed-ae72-08c0eb320147,2.0
2025-11-17,07c7d165-0386-11ed-ae72-08c0eb320147,0.0
2025-11-03,084ea3fd-63e4-11ed-ae75-08c0eb320147,0.0
2025-11-10,084ea3fd-63e4-11ed-ae75-08c0eb320147,0.0
2025-11-17,084ea3fd-63e4-11ed-ae75-08c0eb320147,0.0
2025-11-03,085165a7-2438-11f0-9bb2-be3af2b6059f,3.0
2025-11-10,085165a7-2438-11f0-9bb2-be3af2b6059f,3.0
2025-11-17,085165a7-2438-11f0-9bb2-be3af2b6059f,3.0
2025-11-03,086f6748-70c4-11ed-885b-08c0eb32014b,1.0
2025-11-10,086f6748-70c4-11ed-885b-08c0eb32014b,7.0
2025-11-17,086f6748-70c4-11ed-885b-08c0eb32014b,27.0
2025-11-03,0873dd22-106c-11f0-aa25-be3af2b6059f,0.0
2025-11-10,0873dd22-106c-11f0-aa25-be3af2b6059f,2.0
2025-11-17,0873dd22-106c-11f0-aa25-be3af2b6059f,0.0
2025-11-03,08798f78-f1b4-11ea-8599-1c34dae33151,0.0
2025-11-10,08798f78-f1b4-11ea-8599-1c34dae33151,0.0
2025-11-17,08798f78-f1b4-11ea-8599-1c34dae33151,4.0
2025-11-03,087f874e-0d34-11ef-8861-08c0eb32014b,2.0
2025-11-10,087f874e-0d34-11ef-8861-08c0eb32014b,4.0
2025-11-17,087f874e-0d34-11ef-8861-08c0eb32014b,3.0
2025-11-03,08969632-95a8-11ec-b0fc-08c0eb31fffb,1.0
2025-11-10,08969632-95a8-11ec-b0fc-08c0eb31fffb,0.0
2025-11-17,08969632-95a8-11ec-b0fc-08c0eb31fffb,1.0
2025-11-03,089711aa-5378-11ec-a0ee-ec0d9a21b021,1.0
2025-11-10,089711aa-5378-11ec-a0ee-ec0d9a21b021,0.0
2025-11-17,089711aa-5378-11ec-a0ee-ec0d9a21b021,2.0
2025-11-03,08b3f8e9-5b8b-11ed-b96e-08c0eb32008b,0.0
2025-11-10,08b3f8e9-5b8b-11ed-b96e-08c0eb32008b,6.0
2025-11-17,08b3f8e9-5b8b-11ed-b96e-08c0eb32008b,4.0
2025-11-03,08d402e0-7195-11ed-885b-08c0eb32014b,5.0
2025-11-10,08d402e0-7195-11ed-885b-08c0eb32014b,3.0
2025-11-17,08d402e0-7195-11ed-885b-08c0eb32014b,2.0
2025-11-03,08d88eaf-55a2-11f0-a5cb-7cc255b74513,4.0
2025-11-10,08d88eaf-55a2-11f0-a5cb-7cc255b74513,2.0
2025-11-17,08d88eaf-55a2-11f0-a5cb-7cc255b74513,0.0
2025-11-03,08d899c9-81c8-11f0-a97c-be3af2b6059f,0.0
2025-11-10,08d899c9-81c8-11f0-a97c-be3af2b6059f,3.0
2025-11-17,08d899c9-81c8-11f0-a97c-be3af2b6059f,4.0
2025-11-03,08ed1ece-7d1c-11ed-b970-08c0eb32008b,5.0
2025-11-10,08ed1ece-7d1c-11ed-b970-08c0eb32008b,3.0
2025-11-17,08ed1ece-7d1c-11ed-b970-08c0eb32008b,4.0
2025-11-03,09302183-851f-11ee-b10b-08c0eb31fffb,0.0
2025-11-10,09302183-851f-11ee-b10b-08c0eb31fffb,0.0
2025-11-17,09302183-851f-11ee-b10b-08c0eb31fffb,0.0
2025-11-03,096335e8-5e7c-11ed-ae75-08c0eb320147,3.0
2025-11-10,096335e8-5e7c-11ed-ae75-08c0eb320147,2.0
2025-11-17,096335e8-5e7c-11ed-ae75-08c0eb320147,1.0
2025-11-03,097b113c-42c2-11f0-a5cb-7cc255b74513,0.0
2025-11-10,097b113c-42c2-11f0-a5cb-7cc255b74513,1.0
2025-11-17,097b113c-42c2-11f0-a5cb-7cc255b74513,4.0
2025-11-03,097e90fa-f1c9-11ea-8599-1c34dae33151,1.0
2025-11-10,097e90fa-f1c9-11ea-8599-1c34dae33151,0.0
2025-11-17,097e90fa-f1c9-11ea-8599-1c34dae33151,0.0
2025-11-03,098c3d19-ec3e-11ee-ae7a-08c0eb320147,4.0
2025-11-10,098c3d19-ec3e-11ee-ae7a-08c0eb320147,8.0
2025-11-17,098c3d19-ec3e-11ee-ae7a-08c0eb320147,3.0
2025-11-03,09b60db2-27ce-11ef-b10b-08c0eb31fffb,0.0
2025-11-10,09b60db2-27ce-11ef-b10b-08c0eb31fffb,0.0
2025-11-17,09b60db2-27ce-11ef-b10b-08c0eb31fffb,0.0
2025-11-03,09d32138-8568-11ee-b10b-08c0eb31fffb,6.0
2025-11-10,09d32138-8568-11ee-b10b-08c0eb31fffb,1.0
2025-11-17,09d32138-8568-11ee-b10b-08c0eb31fffb,1.0
2025-11-03,09d60399-7d1f-11ed-b970-08c0eb32008b,0.0
2025-11-10,09d60399-7d1f-11ed-b970-08c0eb32008b,1.0
2025-11-17,09d60399-7d1f-11ed-b970-08c0eb32008b,0.0
2025-11-03,09df4f69-92ae-11ed-885d-08c0eb32014b,6.0
2025-11-10,09df4f69-92ae-11ed-885d-08c0eb32014b,3.0
2025-11-17,09df4f69-92ae-11ed-885d-08c0eb32014b,6.0
2025-11-03,09fc245f-7d33-11ec-ae6d-08c0eb320147,2.0
2025-11-10,09fc245f-7d33-11ec-ae6d-08c0eb320147,1.0
2025-11-17,09fc245f-7d33-11ec-ae6d-08c0eb320147,0.0
2025-11-03,0a03ee00-7241-11ee-b972-08c0eb32008b,1.0
2025-11-10,0a03ee00-7241-11ee-b972-08c0eb32008b,0.0
2025-11-17,0a03ee00-7241-11ee-b972-08c0eb32008b,1.0
2025-11-03,0a1cd6f2-3879-11eb-859a-1c34dae33151,0.0
2025-11-10,0a1cd6f2-3879-11eb-859a-1c34dae33151,0.0
2025-11-17,0a1cd6f2-3879-11eb-859a-1c34dae33151,0.0
2025-11-03,0a641414-71bc-11ed-b96e-08c0eb32008b,1.0
2025-11-10,0a641414-71bc-11ed-b96e-08c0eb32008b,4.0
2025-11-17,0a641414-71bc-11ed-b96e-08c0eb32008b,4.0
2025-11-03,0a800164-63fd-11ed-b107-08c0eb31fffb,0.0
2025-11-10,0a800164-63fd-11ed-b107-08c0eb31fffb,1.0
2025-11-17,0a800164-63fd-11ed-b107-08c0eb31fffb,0.0
2025-11-03,0a848432-ac64-11ed-ae77-08c0eb320147,0.0
2025-11-10,0a848432-ac64-11ed-ae77-08c0eb320147,3.0
2025-11-17,0a848432-ac64-11ed-ae77-08c0eb320147,1.0
2025-11-03,0aa1d8f7-9c63-11ef-b10b-08c0eb31fffb,7.0
2025-11-10,0aa1d8f7-9c63-11ef-b10b-08c0eb31fffb,7.0
2025-11-17,0aa1d8f7-9c63-11ef-b10b-08c0eb31fffb,3.0
2025-11-03,0aaaad33-d7bb-11ed-b970-08c0eb32008b,2.0
2025-11-10,0aaaad33-d7bb-11ed-b970-08c0eb32008b,0.0
2025-11-17,0aaaad33-d7bb-11ed-b970-08c0eb32008b,3.0
2025-11-03,0ab40e24-79b6-11ef-b973-08c0eb32008b,3.0
2025-11-10,0ab40e24-79b6-11ef-b973-08c0eb32008b,3.0
2025-11-17,0ab40e24-79b6-11ef-b973-08c0eb32008b,1.0
2025-11-03,0afc5e3e-1768-11ea-8c5d-0050560306e1,6.0
2025-11-10,0afc5e3e-1768-11ea-8c5d-0050560306e1,5.0
2025-11-17,0afc5e3e-1768-11ea-8c5d-0050560306e1,4.0
2025-11-03,0b239fd9-ab20-11ef-ae7a-08c0eb320147,4.0
2025-11-10,0b239fd9-ab20-11ef-ae7a-08c0eb320147,5.0
2025-11-17,0b239fd9-ab20-11ef-ae7a-08c0eb320147,3.0
2025-11-03,0b4aba0e-aedc-11ee-8861-08c0eb32014b,0.0
2025-11-10,0b4aba0e-aedc-11ee-8861-08c0eb32014b,1.0
2025-11-17,0b4aba0e-aedc-11ee-8861-08c0eb32014b,1.0
2025-11-03,0b58b710-6cb6-11ed-885b-08c0eb32014b,0.0
2025-11-10,0b58b710-6cb6-11ed-885b-08c0eb32014b,0.0
2025-11-17,0b58b710-6cb6-11ed-885b-08c0eb32014b,2.0
2025-11-03,0b8b2ed6-2591-11f0-a97c-be3af2b6059f,0.0
2025-11-10,0b8b2ed6-2591-11f0-a97c-be3af2b6059f,2.0
2025-11-17,0b8b2ed6-2591-11f0-a97c-be3af2b6059f,2.0
2025-11-03,0b9221b1-678c-11eb-85a3-1c34dae33151,1.0
2025-11-10,0b9221b1-678c-11eb-85a3-1c34dae33151,4.0
2025-11-17,0b9221b1-678c-11eb-85a3-1c34dae33151,3.0
2025-11-03,0b93797a-f305-11ed-885e-08c0eb32014b,2.0
2025-11-10,0b93797a-f305-11ed-885e-08c0eb32014b,1.0
2025-11-17,0b93797a-f305-11ed-885e-08c0eb32014b,4.0
2025-11-03,0b93a52d-ab10-11ef-b10b-08c0eb31fffb,2.0
2025-11-10,0b93a52d-ab10-11ef-b10b-08c0eb31fffb,3.0
2025-11-17,0b93a52d-ab10-11ef-b10b-08c0eb31fffb,2.0
2025-11-03,0b9c9942-bd1f-11ea-b7de-0050560306e1,3.0
2025-11-10,0b9c9942-bd1f-11ea-b7de-0050560306e1,6.0
2025-11-17,0b9c9942-bd1f-11ea-b7de-0050560306e1,2.0
2025-11-03,0ba68a3c-dc93-11ee-ae7a-08c0eb320147,0.0
2025-11-10,0ba68a3c-dc93-11ee-ae7a-08c0eb320147,0.0
2025-11-17,0ba68a3c-dc93-11ee-ae7a-08c0eb320147,1.0
2025-11-03,0bd8083b-009d-11ef-b973-08c0eb32008b,7.0
2025-11-10,0bd8083b-009d-11ef-b973-08c0eb32008b,2.0
2025-11-17,0bd8083b-009d-11ef-b973-08c0eb32008b,3.0
2025-11-03,0bd9b11d-4f85-11ed-ae72-08c0eb320147,6.0
2025-11-10,0bd9b11d-4f85-11ed-ae72-08c0eb320147,7.0
2025-11-17,0bd9b11d-4f85-11ed-ae72-08c0eb320147,6.0
2025-11-03,0bf47b58-a820-11eb-85a9-1c34dae33151,4.0
2025-11-10,0bf47b58-a820-11eb-85a9-1c34dae33151,2.0
2025-11-17,0bf47b58-a820-11eb-85a9-1c34dae33151,5.0
2025-11-03,0c119373-a0be-11ee-b973-08c0eb32008b,2.0
2025-11-10,0c119373-a0be-11ee-b973-08c0eb32008b,3.0
2025-11-17,0c119373-a0be-11ee-b973-08c0eb32008b,3.0
2025-11-03,0c154cca-3c23-11ee-885f-08c0eb32014b,1.0
2025-11-10,0c154cca-3c23-11ee-885f-08c0eb32014b,1.0
2025-11-17,0c154cca-3c23-11ee-885f-08c0eb32014b,1.0
2025-11-03,0c1c5535-0f6e-11ee-ae78-08c0eb320147,6.0
2025-11-10,0c1c5535-0f6e-11ee-ae78-08c0eb320147,10.0
2025-11-17,0c1c5535-0f6e-11ee-ae78-08c0eb320147,5.0
2025-11-03,0c29f7b3-95ca-11ef-ae7a-08c0eb320147,3.0
2025-11-10,0c29f7b3-95ca-11ef-ae7a-08c0eb320147,8.0
2025-11-17,0c29f7b3-95ca-11ef-ae7a-08c0eb320147,11.0
2025-11-03,0c4069ca-088d-11ef-b973-08c0eb32008b,0.0
2025-11-10,0c4069ca-088d-11ef-b973-08c0eb32008b,1.0
